Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Borough,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,44 W 62nd St.,44 W 62nd St,,New York,NY,10023,Manhattan,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,40.7708,-73.98323,7/12/2022,223268,2023-02-14 15:54:11 UTC,P,,,2/9/2022,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,333 E 75th St.,333 E 75th St,,New York,NY,10021,Manhattan,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,40.7702,-73.95525,7/12/2022,223269,2023-02-14 15:54:11 UTC,P,,,3/18/2022,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,225 W 49th St,225 W 49th St,,New York,NY,10019,Manhattan,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,40.76154,-73.98518,7/12/2022,223273,2023-02-14 15:54:11 UTC,P,,,2/17/2022,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,11 East 86th Street,11 East 86th St,,New York,NY,10028,Manhattan,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,,,,2,,,LIVINGSTON,https://www.solution.energy,GPS,40.78147,-73.95986,7/12/2022,223278,2023-02-14 15:54:11 UTC,P,,,3/16/2022,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,110 East End Ave,110 East End Ave,,New York,NY,10028,Manhattan,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,40.77447,-73.94599,7/12/2022,223281,2023-02-14 15:54:11 UTC,P,,,4/4/2022,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,200 East End Ave,200 East End Ave,,New York,NY,10128,Manhattan,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,40.77729,-73.94355,7/12/2022,223282,2023-02-14 15:54:11 UTC,P,,,4/28/2022,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,55 East End Ave,55 East End Ave,,New York,NY,10028,Manhattan,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,,,,6,,,LIVINGSTON,https://www.solution.energy,GPS,40.772,-73.94639,7/12/2022,223283,2023-02-14 15:54:11 UTC,P,,,3/24/2022,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,231 E 94th Street,231 E 94th St,,New York,NY,10128,Manhattan,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,40.78351,-73.94888,7/12/2022,223297,2023-02-14 15:54:11 UTC,P,,,5/23/2022,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,203 E 71st St.,203 E 71st St,,New York,NY,10021,Manhattan,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,40.76894,-73.96047,7/12/2022,223298,2023-02-14 15:54:11 UTC,P,,,5/17/2022,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,181 E 73rd Street,181 East 73rd St,,New York,NY,10021,Manhattan,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,40.77082,-73.96068,7/12/2022,223299,2023-02-14 15:54:11 UTC,P,,,5/20/2022,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,191 East 71st Street,191 E 71st St,,New York,NY,10021,Manhattan,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,40.76942,-73.76942,7/12/2022,223300,2023-02-14 15:54:11 UTC,P,,,6/23/2022,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,DOCK STATION 9,1540 Broadway,,New York,NY,10155,Manhattan,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.761082,-73.968188,10/29/2023,223322,2023-10-29 00:43:37 UTC,,,,7/12/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,DOCK STATION 10,1540 Broadway,,New York,NY,10001,Manhattan,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.757839,-73.984391,10/29/2023,223323,2023-10-29 00:43:37 UTC,,,,7/12/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Lincoln Square Garage,178 W 69th Street,Entrance on 179 W 68th St or 184 W 69th ||St between Broadway & Amsterdam Ave.||,New York,NY,10023,Manhattan,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.776152,-73.98282,10/28/2023,223392,2023-10-28 23:57:31 UTC,,,,7/10/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Kissena Garage,4370 Kissena Boulevard,,Flushing,NY,11355,Queens,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.753624,-73.823573,10/29/2023,223486,2023-10-29 00:00:36 UTC,,,,7/14/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,320 Mason Ave,320 Mason Ave,,New York,NY,10305,Staten,,888-356-8911,E,,Public,24 hours daily,,,,,,4,,,FLO,https://flo.ca/,GPS,40.58498438,-74.08804359,10/29/2023,223526,2023-10-29 01:10:39 UTC,,,,7/15/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Supercharge NYC,1074 Grand St,,Brooklyn,NY,11211,Brooklyn,,800-636-0986,E,,Public,24 hours daily; Also accepts payment via the ChargeLab mobile app,A CREDIT D Debit M V Voyager Wright_Exp,,,,,2,2,,CHARGELAB,http://www.chargelab.co/,GPS,40.71360447,-73.93309886,9/14/2022,223588,2023-02-14 15:54:11 UTC,P,,,7/26/2022,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,STANDALONE_STATION,,,,,,,$0.43 per kWh,,,,,,,,,NONE,FALSE,,,,,,,,LD,FALSE
ELEC,G & M REALTY 2 STATION 2,22-44 Jackson Ave,,LIC,NY,11101,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.745401,-73.946148,10/29/2023,223833,2023-10-29 00:45:15 UTC,,,,7/21/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,G & M REALTY 2 STATION 3,22-44 Jackson Ave,,LIC,NY,11101,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.745399,-73.946226,10/29/2023,223834,2023-10-29 00:45:15 UTC,,,,7/21/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,G & M REALTY 2 STATION 4,22-44 Jackson Ave,,LIC,NY,11101,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.745344,-73.94618,10/29/2023,223835,2023-10-29 00:45:15 UTC,,,,7/21/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,G & M REALTY 2 STATION 5,22-44 Jackson Ave,,LIC,NY,11101,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.745355,-73.94625,10/29/2023,223836,2023-10-29 00:45:15 UTC,,,,7/21/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Court Square Municipal Parking Garage,45 Court Square,,Long Island,NY,11101,Queens,,866-816-7584,E,,Public,,,,,,,7,3,,EV Connect,http://evconnect.com/,GPS,40.745475,-73.942225,10/29/2023,224171,2023-10-29 01:03:16 UTC,,,,7/16/2022,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,G & M REALTY 2 STATION 1,22-44 Jackson Ave,,LIC,NY,11101,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.745393,-73.946234,10/29/2023,224248,2023-10-29 00:45:14 UTC,,,,7/22/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,40 N 4th St Apartments,40 N 4th ST,,Brooklyn,NY,11249,Brooklyn,,888-998-2546,E,,Public,24 hours daily,,,,,,16,,,Blink Network,http://www.blinkcharging.com/,GPS,40.718391,-73.963339,10/29/2023,224261,2023-10-29 00:00:40 UTC,,,,7/22/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,QT STATION 1,62-10 Northern Blvd,,Woodside,NY,11377,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.753602,-73.899789,10/29/2023,224507,2023-10-29 00:44:46 UTC,,,,7/28/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,QT STATION 3,62-10 Northern Blvd,,Woodside,NY,11377,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.753601,-73.899806,10/29/2023,224508,2023-10-29 00:44:46 UTC,,,,7/28/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,QT STATION 2,62-10 Northern Blvd,,Woodside,NY,11377,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.753602,-73.899825,10/29/2023,224509,2023-10-29 00:44:46 UTC,,,,7/28/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,535 Carlton Ave,535 Carlton Ave,,Brooklyn,NY,11238,Brooklyn,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,40.68092,-73.97076,9/14/2022,225118,2023-02-14 15:54:11 UTC,P,,,7/8/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,ARCHER GREEN MI STATION 1,92-23 168th St,,JAMAICA,NY,11433,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.70522,-73.79147,10/29/2023,225478,2023-10-29 00:37:55 UTC,,,,8/13/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,ARCHER GREEN MI STATION 4,92-23 168th St,,Jamaica,NY,11433,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.70525,-73.791534,10/29/2023,225479,2023-10-29 00:37:55 UTC,,,,8/13/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,ARCHER GREEN MI STATION 2,92-23 168th St,,Jamaica,NY,11433,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.70524,-73.791466,10/29/2023,225480,2023-10-29 00:38:04 UTC,,,,8/13/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,ARCHER GREEN MI STATION 3,92-23 168th St,,JAMAICA,NY,11433,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.705254,-73.7915,10/29/2023,225481,2023-10-29 00:38:04 UTC,,,,8/13/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,ARCHER GREEN MI STATION 5,92-23 168th Pl,,Jamaica,NY,11433,Queens,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.70568,-73.791504,10/29/2023,225482,2023-10-29 00:38:04 UTC,,,,8/13/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,30-10 35th Street,30-10 35th Street,,Queens,NY,11103,Queens,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.7652332,-73.9184356,10/29/2023,225576,2023-10-29 01:10:24 UTC,,,,8/16/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,81-09 41st Ave,81-09 41st Ave,,Queens,NY,11373,Queens,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.745853,-73.884134,10/29/2023,225691,2023-10-29 01:10:39 UTC,,,,8/18/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Tunnel Garage,300 E 34th Street,Located between 1st Ave & 2nd Ave. ||Attendant will assist in charging ||vehicle.  Parking rates apply. Inquire ||within.||,New York,NY,10001,Manhattan,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.74508,-73.97604,10/28/2023,225878,2023-10-28 23:59:04 UTC,,,,8/4/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,46-71 30th Place,46-71 30th Place,,Long Island City,NY,11101,Queens,,888-356-8911,E,,Public,24 hours daily,,,,,,6,,,FLO,https://flo.ca/,GPS,40.743643,-73.936591,10/29/2023,226845,2023-10-29 01:10:26 UTC,,,,9/1/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,35 Red Cross Pl,35 Red Cross Pl,,Brooklyn,NY,11201,Brooklyn,,888-356-8911,E,,Public,24 hours daily,,,,,,6,,,FLO,https://flo.ca/,GPS,40.6994875,-73.9895156,10/29/2023,226846,2023-10-29 01:10:20 UTC,,,,9/1/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,200 Liberty,200 Liberty St,,New York,NY,10006,Manhattan,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io/,200-8,40.710179,-74.013169,10/11/2022,229902,2023-02-14 15:54:11 UTC,P,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,RESTAURANT,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,250 Vesey,250 Vesey St,,New York,NY,10281,Manhattan,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io/,200-9,40.714113,-74.01581,10/11/2022,229903,2023-02-14 15:54:11 UTC,P,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,DSL Marketing and Energy Icon Parking,57 W 53rd St,,New York,NY,10019,Manhattan,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,4,,,AMPUP,https://ampup.io/,200-8,40.761698,-73.978338,10/11/2022,229921,2023-02-14 15:54:11 UTC,P,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,King's County Parking,581 Clarkson Ave,,Brooklyn,NY,11203,Brooklyn,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,4,,,AMPUP,https://ampup.io/,200-9,40.656148,-73.940355,10/11/2022,229922,2023-02-14 15:54:11 UTC,P,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,Riverdale Fast Parking,5604 Broadway,,Bronx,NY,10463,Bronx,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,8,,,AMPUP,https://ampup.io/,200-9,40.879501,-73.903603,10/11/2022,230188,2023-02-14 15:54:11 UTC,P,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,New Tech Energy,800 Ocean Pkwy,,Brooklyn,NY,11230,Brooklyn,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io/,200-9,40.628872,-73.971992,10/11/2022,230231,2023-02-14 15:54:11 UTC,P,,,9/15/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OFFICE_BLDG,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,Brooklyn Renaissance Plaza,335 Adams St,,Brooklyn,NY,11201,Brooklyn,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,40.693463,-73.988245,10/29/2023,230783,2023-10-29 01:03:12 UTC,,,,9/30/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,BNY - Building 6,63 Flushing Ave,,Brooklyn,NY,11205,Brooklyn,,866-816-7584,E,,Public,,,,,,,1,,,EV Connect,http://evconnect.com/,GPS,40.699256,-73.969305,10/29/2023,230787,2023-10-29 01:03:12 UTC,,,,9/30/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,BNY - Building 292,63 Flushing Ave,,Brooklyn,NY,11205,Brooklyn,,866-816-7584,E,,Public,,,,,,,1,,,EV Connect,http://evconnect.com/,GPS,40.705481,-73.972208,10/29/2023,230788,2023-10-29 01:03:12 UTC,,,,9/30/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Forest Hills Tower,11835 Queens Blvd,,Forest Hills,NY,11375,Queens,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,40.715319,-73.830563,10/29/2023,230790,2023-10-29 01:03:13 UTC,,,,9/30/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Flushing Plaza,41-61 Kissena Blvd,,Flushing,NY,11355,Queens,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,40.757772,-73.826935,10/29/2023,230791,2023-10-29 01:03:13 UTC,,,,9/30/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,86-86 Palo Alto St,86-86 Palo Alto St,,Hollis,NY,11423,Queens,,866-816-7584,E,,Public,,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,40.718731,-73.773113,10/29/2023,230831,2023-10-29 01:03:24 UTC,,,,9/30/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,GMC 127 East 83rd,127 E 83rd st,,Manhattan,NY,10028,Manhattan,,866-816-7584,E,,Public,,,,,,,4,,,EV Connect,http://evconnect.com/,GPS,40.777932,-73.957152,10/29/2023,230846,2023-10-29 01:03:28 UTC,,,,9/30/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,LaGuardia Express LLC - Hampton Inn,102-40 Ditmars Blvd,,East Elmhurst,NY,11369,Queens,,866-816-7584,E,,Public,,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,40.767963,-73.86778,10/29/2023,230867,2023-10-29 01:03:34 UTC,,,,9/30/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,New York Presbyterian Hospital,510 5th St,,Brooklyn,NY,11215,Brooklyn,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,40.668552,-73.97869,10/29/2023,230870,2023-10-29 01:03:34 UTC,,,,9/30/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,LGA Air Park Long Term Parking,99-11 Ditmars Blvd,,East Elmhurst,NY,11369,Queens,,844-623-1001,E,,Public,24 Hours Daily,A D Debit M V,,,,,20,,,LIVINGSTON,https://www.solution.energy,GPS,40.77044228,-73.87062657,11/10/2022,233053,2023-02-14 15:54:11 UTC,P,,,10/4/2022,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,LGA Airpark,99-111 Ditmars Blvd,,East Elmhurst,NY,11369,Queens,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,,,,20,,,LIVINGSTON,https://www.solution.energy,GPS,40.77049,-73.87014,11/10/2022,233084,2023-02-14 15:54:11 UTC,P,,,8/23/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,AIRPORT,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,10 East 30th St,10 E 30th St,,New York,NY,10016,Manhattan,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,,,,6,,,LIVINGSTON,https://www.solution.energy,GPS,40.74538,-73.98571,11/10/2022,233091,2023-02-14 15:54:11 UTC,P,,,8/10/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,575 1st Ave,575 1st Ave,,New York,NY,10016,Manhattan,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,40.74282,-73.97438,11/10/2022,233092,2023-02-14 15:54:11 UTC,P,,,7/28/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,171 E 84th St,171 E 84th St,,New York,NY,10028,Manhattan,,1-844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,40.77798,-73.95555,11/10/2022,233094,2023-02-14 15:54:11 UTC,P,,,8/2/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,The Rockaway Hotel,108-10 Rockaway Beach Dr,,Rockaway Park,NY,11694,Queens,,855-223-5351,E,,Public,24 hours daily,A D M V,,,,,2,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,40.58165964,-73.82976088,10/29/2023,235400,2023-10-29 01:08:33 UTC,,,,7/1/2022,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,DOCK STATION 3,1540 Broadway,,New York,NY,10155,Manhattan,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.761108,-73.96818,10/29/2023,238627,2023-10-29 00:43:37 UTC,,,,12/22/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,DOCK STATION 5,1540 Broadway,,New York,NY,10155,Manhattan,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.761098,-73.968191,10/29/2023,238628,2023-10-29 00:43:37 UTC,,,,12/22/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
